TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
EALT4;15,29;;3,56;1,00;0,52;29,10;20,65;16,13;2,78;3,59;0,81;0,29;0,57;5,67;-0,92;1,27;28,11;14,70;23,85;0,52;0,48;0,91;13,53;41,25;210.063,89;14,98;4,21;0,05;337.500.000,00
ECOR3;6,92;;5,86;1,34;0,15;39,22;35,46;8,06;1,33;6,64;5,30;5,35;0,47;-9,30;-0,17;0,90;22,93;2,53;10,52;0,11;0,88;0,31;20,09;;30.202.396,21;5,13;1,18;0,31;4.804.706.145,60
ECPR3;90,25;;-9,87;1,21;0,62;;;;-17,12;-17,09;0,08;-0,01;;174,62;-0,62;2,97;-12,28;-6,29;-7,36;0,51;0,49;0,00;;;;74,46;-9,14;0,14;171.908.947,31
ECPR4;90,74;;-9,92;1,22;0,62;;;;-17,21;-17,09;0,08;-0,01;;175,57;-0,63;2,97;-12,28;-6,29;-7,36;0,51;0,49;0,00;;;;74,46;-9,14;0,14;171.908.947,31
EEEL3;294,77;;4,74;0,94;0,35;55,65;49,33;26,05;2,50;5,32;2,81;1,05;1,23;8,90;-0,42;1,28;19,76;7,34;14,27;0,37;0,63;0,28;13,69;8,82;;314,98;62,24;-6,31;2.840.511.499,76
EEEL4;410,00;;6,59;1,30;0,48;55,65;49,33;26,05;3,48;5,32;2,81;1,05;1,72;12,38;-0,59;1,28;19,76;7,34;14,27;0,37;0,63;0,28;13,69;8,82;;314,98;62,24;-8,78;2.840.511.499,76
EGIE3;41,29;5,61;10,06;2,80;0,64;53,62;55,80;28,94;5,22;8,34;3,13;1,68;2,91;17,84;-0,77;1,27;27,84;6,38;14,15;0,23;0,75;0,22;2,73;7,81;59.835.414,11;14,81;4,12;-0,49;33.836.523.377,80
EKTR3;37,72;9,12;7,29;3,55;0,62;27,63;22,44;10,92;3,54;7,30;3,05;3,05;0,80;45,11;-0,88;1,05;48,71;8,48;17,80;0,17;0,83;0,78;6,85;19,34;1.295,25;10,63;5,18;0,60;8.762.402.716,91
EKTR4;50,99;7,28;10,04;4,89;0,85;27,63;22,44;10,92;4,89;7,30;3,05;3,05;1,10;62,18;-1,21;1,05;48,71;8,48;17,80;0,17;0,83;0,78;6,85;19,34;8.852,22;10,63;5,18;0,83;8.762.402.716,91
ELEK3;19,11;;24,46;2,66;1,07;11,39;2,82;2,53;21,94;38,76;5,75;0,70;0,62;3,75;-2,60;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,35;905.051.916,30
ELEK4;36,99;;47,34;5,15;2,07;11,39;2,82;2,53;42,48;38,76;5,75;0,70;1,20;7,26;-5,02;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,68;905.051.916,30
ELET3;42,20;4,18;10,02;0,80;0,34;44,48;52,13;23,16;4,45;6,35;1,84;0,33;2,32;3,01;-0,43;2,29;7,98;3,44;11,33;0,43;0,57;0,15;7,70;-1,94;357.466.328,79;52,66;4,20;0,08;98.448.118.044,14
ELET5;75,00;3,24;17,84;1,42;0,61;44,48;52,13;23,16;7,93;6,35;1,84;0,33;4,13;5,35;-0,77;2,29;7,98;3,44;11,33;0,43;0,57;0,15;7,70;-1,94;0,00;52,66;4,20;0,15;98.448.118.044,14
ELET6;46,84;4,13;11,14;0,89;0,38;44,48;52,13;23,16;4,95;6,35;1,84;0,33;2,58;3,34;-0,48;2,29;7,98;3,44;11,33;0,43;0,57;0,15;7,70;-1,94;74.085.964,63;52,66;4,20;0,09;98.448.118.044,14
ELMD3;30,71;0,65;39,36;4,48;1,38;49,42;24,62;8,95;14,30;16,90;2,60;0,82;3,52;10,14;-2,02;1,76;11,40;3,51;9,16;0,31;0,63;0,39;32,00;51,88;2.640.131,00;6,85;0,78;8,21;4.411.944.308,70
ELPL3;8,31;;2,49;0,46;0,09;21,82;16,55;5,01;0,75;2,94;2,18;1,32;0,12;-0,82;-0,12;0,69;18,36;3,52;21,52;0,19;0,81;0,70;5,85;;;18,19;3,34;-0,06;2.485.315.360,74
EMAE3;70,00;1,09;38,83;2,10;1,20;36,47;0,30;10,80;1.419,48;817,40;-146,02;-0,22;4,19;5,50;-1,70;3,91;5,41;3,09;-0,17;0,57;0,43;0,29;7,20;-6,38;0,00;33,33;1,80;-0,68;1.755.345.444,96
EMAE4;32,39;2,57;18,11;0,98;0,56;36,47;0,30;10,80;661,88;817,40;-146,02;-0,22;1,96;2,56;-0,79;3,91;5,41;3,09;-0,17;0,57;0,43;0,29;7,20;-6,38;141.091,37;33,33;1,80;-0,32;1.755.345.444,96
EMBR3;70,65;0,10;23,66;2,86;0,78;17,79;10,93;5,91;12,80;13,76;0,97;0,22;1,40;5,99;-1,68;1,32;12,07;3,29;11,11;0,27;0,70;0,56;27,61;;273.956.533,68;24,73;2,98;0,33;52.299.046.057,72
